id_ville|id_temps|id_famille_produit|id-magasin|ventes_objectif|vente_reel|ca_objectif|ca_reel|marge_objectif|marge_reel
73|83|3|55|43.00000000||363.39999999||2.33999999|
145|83|3|19|48.00000000||348.50000000||1.80000000|
161|71|3|89|6.00000000|8.00000000|177.30000000|236.40000000|0.41999999|0.69999999
197|83|3|15|8.00000000||77.40000000||-0.72999999|
253|83|3|21|8.00000000||2.20000000||2.06000000|
301|71|3|83|1.00000000|1.00000000|17.89999999|17.89999999|0.93999999|1.70000000
309|83|3|9|6.00000000||52.00000000||1.14999999|
329|83|3|49|36.00000000||145.50000000||0.00000000|
3|71|3|47|34.00000000|40.00000000|339.39999999|399.19999999|0.34999999|0.50000000
7|71|3|61|2.00000000|3.00000000|187.40000000|281.10000000|0.31000000|0.40000000
15|71|3|17|5.00000000|6.00000000|35.60000000|42.70000000|1.23000000|1.10000000
27|71|3|39|3.00000000|2.00000000|119.09999999|79.40000000|2.96000000|2.29999999
31|71|3|5|0.00000000|1.00000000|0.00000000|132.69999999|0.00000000|0.00000000
43|83|3|87|50.00000000||3.20000000||1.00000000|
47|71|3|43|4.00000000|3.00000000|63.29999999|47.50000000|0.93999999|1.00000000
55|71|3|13|5.00000000|6.00000000|82.70000000|99.20000000|0.37000000|0.50000000
63|71|3|75|26.00000000|27.00000000|171.30000000|177.80000000|4.20000000|3.50000000
79|71|3|57|6.00000000|8.00000000|106.20000000|141.69999999|1.10000000|1.30000000
83|71|3|29|30.00000000|15.00000000|303.00000000|151.50000000|1.45000000|1.70000000
99|83|3|95|9.00000000||47.70000000||-1.02000000|
111|71|3|69|2.00000000|3.00000000|94.40000000|141.50000000|0.68999999|1.20000000
143|83|3|91|6.00000000||35.00000000||0.00000000|
151|71|3|71|0.00000000|1.00000000|0.00000000|56.10000000|1.16999999|1.00000000
171|71|3|25|1.00000000|1.00000000|5.79999999|5.79999999|1.71000000|1.80000000
243|71|3|11|8.00000000|8.00000000|88.70000000|88.70000000|0.12000000|0.10000000
295|83|3|93|34.00000000||268.89999999||0.62000000|
307|71|3|7|4.00000000|4.00000000|69.50000000|69.50000000|0.08000000|0.10000000
479|71|3|63|6.00000000|6.00000000|140.09999999|140.09999999|0.14999999|0.20000000
515|71|3|1|40.00000000|25.00000000|270.10000000|168.80000000|2.08000000|1.89999999
9|84|3|59|33.00000000||33.60000000||3.16000000|
13|72|3|81|30.00000000|19.00000000|933.89999999|591.50000000|1.31000000|1.39999999
17|84|3|41|38.00000000||309.69999999||0.16000000|
21|72|3|85|0.00000000|1.00000000|0.00000000|39.20000000|0.58999999|0.50000000
29|84|3|33|25.00000000||245.19999999||0.05999999|
33|84|3|53|5.00000000||32.60000000||0.00000000|
45|84|3|3|17.00000000||5.79999999||1.72000000|
57|84|3|51|32.00000000||24.89999999||0.56999999|
73|84|3|55|2.00000000||14.10000000||0.10000000|
145|84|3|19|9.00000000||35.89999999||0.93000000|
161|72|3|89|10.00000000|11.00000000|295.50000000|325.10000000|0.67000000|1.20000000
197|84|3|15|6.00000000||58.29999999||-0.89000000|
253|84|3|21|18.00000000||38.50000000||0.07000000|
301|72|3|83|8.00000000|8.00000000|143.30000000|143.30000000|1.27000000|0.80000000
309|84|3|9|9.00000000||79.50000000||2.91999999|
329|84|3|49|45.00000000||92.20000000||4.37999999|
3|72|3|47|83.00000000|106.00000000|828.39999999|1058.00000000|0.66000000|0.59999999
7|72|3|61|4.00000000|3.00000000|374.80000000|281.10000000|0.68000000|0.40000000
15|72|3|17|27.00000000|25.00000000|192.30000000|178.09999999|0.68999999|0.69999999
27|72|3|39|4.00000000|4.00000000|158.90000000|158.90000000|0.92000000|1.30000000
31|72|3|5|2.00000000|2.00000000|265.50000000|265.50000000|0.00000000|0.00000000
43|84|3|87|23.00000000||130.90000000||0.41999999|
47|72|3|43|16.00000000|28.00000000|253.19999999|443.10000000|0.95999999|0.90000000
55|72|3|13|15.00000000|28.00000000|248.09999999|463.10000000|0.41999999|0.50000000
63|72|3|75|31.00000000|33.00000000|204.19999999|217.40000000|1.49000000|2.60000000
79|72|3|57|18.00000000|19.00000000|318.69999999|336.39999999|0.60999999|0.69999999
83|72|3|29|50.00000000|50.00000000|504.89999999|504.89999999|1.47000000|1.60000000
99|84|3|95|18.00000000||128.59999999||0.00000000|
111|72|3|69|6.00000000|4.00000000|283.10000000|188.69999999|1.18999999|1.10000000
143|84|3|91|11.00000000||48.39999999||0.00000000|
151|72|3|71|0.00000000|0.00000000|0.00000000|0.00000000|0.55000000|0.80000000
171|72|3|25|5.00000000|7.00000000|29.00000000|40.60000000|0.73999999|1.10000000
243|72|3|11|11.00000000|12.00000000|122.00000000|133.09999999|0.47999999|0.29999999
295|84|3|93|19.00000000||141.40000000||2.56000000|
307|72|3|7|22.00000000|27.00000000|382.10000000|468.89999999|0.11000000|0.10000000
479|72|3|63|11.00000000|11.00000000|256.89999999|256.89999999|0.28000000|0.29999999
515|72|3|1|66.00000000|69.00000000|445.69999999|465.89999999|0.60999999|0.59999999
9|61|1|59|47.00000000|44.00000000|336.50000000|315.10000000|3.66000000|2.20000000
13|61|1|81|58.00000000|51.00000000|248.09999999|218.19999999|1.75000000|1.89999999
17|61|1|41|56.00000000|52.00000000|234.50000000|217.80000000|2.00000000|2.50000000
21|61|1|85|5.00000000|3.00000000|31.00000000|18.60000000|0.94999999|1.39999999
29|61|1|33|25.00000000|25.00000000|134.90000000|134.90000000|1.43999999|2.00000000
33|61|1|53|21.00000000|16.00000000|95.59999999|72.79999999|0.57999999|1.10000000
45|61|1|3|47.00000000|52.00000000|185.59999999|205.30000000|1.26000000|2.10000000
57|61|1|51|18.00000000|18.00000000|119.59999999|119.59999999|1.28000000|1.10000000
73|61|1|55|0.00000000|0.00000000|0.00000000|0.00000000|1.50000000|1.39999999
145|61|1|19|42.00000000|25.00000000|232.19999999|138.19999999|0.70999999|0.50000000
161|61|1|89|28.00000000|26.00000000|186.50000000|173.19999999|1.99000000|1.60000000
197|61|1|15|14.00000000|8.00000000|74.50000000|42.60000000|1.28000000|1.30000000
253|61|1|21|18.00000000|19.00000000|124.00000000|130.90000000|4.37000000|2.39999999
301|61|1|83|25.00000000|18.00000000|180.59999999|130.00000000|2.02000000|1.39999999
309|61|1|9|44.00000000|31.00000000|255.90000000|180.30000000|1.09000000|1.10000000
329|61|1|49|50.00000000|44.00000000|178.40000000|157.00000000|2.25999999|2.50000000
3|73|1|47|44.00000000||418.30000000||0.42999999|
7|73|1|61|76.00000000||582.20000000||0.33000000|
15|73|1|17|74.00000000||638.50000000||0.00000000|
27|73|1|39|46.00000000||324.39999999||-0.66000000|
31|73|1|5|57.00000000||317.39999999||4.16999999|
43|73|1|87|40.00000000||40.29999999||-0.58999999|
47|73|1|43|74.00000000||461.00000000||-0.55000000|
55|73|1|13|65.00000000||180.90000000||0.29999999|
63|73|1|75|37.00000000||66.40000000||1.65999999|
79|73|1|57|78.00000000||768.70000000||0.00000000|
83|73|1|29|65.00000000||624.79999999||1.38999999|
99|73|1|95|14.00000000||33.39999999||1.63999999|
111|73|1|69|10.00000000||93.59999999||0.34000000|
143|73|1|91|39.00000000||347.69999999||0.12000000|
151|73|1|71|4.00000000||38.00000000||1.73000000|
171|73|1|25|57.00000000||87.59999999||0.00000000|
243|73|1|11|6.00000000||45.20000000||1.18999999|
295|73|1|93|18.00000000||22.69999999||-0.85999999|
307|73|1|7|77.00000000||356.89999999||1.54000000|
479|73|1|63|56.00000000||213.00000000||0.17000000|
515|73|1|1|53.00000000||364.39999999||-0.50000000|
9|62|1|59|47.00000000|45.00000000|336.50000000|322.19999999|2.18999999|2.20000000
13|62|1|81|45.00000000|23.00000000|192.50000000|98.40000000|1.57000000|1.89999999
17|62|1|41|19.00000000|15.00000000|79.59999999|62.79999999|1.14999999|1.70000000
21|62|1|85|3.00000000|4.00000000|18.60000000|24.80000000|1.15999999|1.00000000
29|62|1|33|45.00000000|23.00000000|242.90000000|124.09999999|1.34000000|1.30000000
33|62|1|53|33.00000000|42.00000000|150.19999999|191.09999999|1.16999999|1.10000000
45|62|1|3|20.00000000|20.00000000|79.00000000|79.00000000|0.92000000|1.80000000
57|62|1|51|31.00000000|30.00000000|206.00000000|199.40000000|0.88000000|0.69999999
73|62|1|55|0.00000000|0.00000000|0.00000000|0.00000000|1.58000000|2.50000000
145|62|1|19|40.00000000|32.00000000|221.09999999|176.90000000|0.80000000|1.00000000
161|62|1|89|31.00000000|16.00000000|206.50000000|106.59999999|2.23000000|2.89999999
197|62|1|15|32.00000000|30.00000000|170.40000000|159.69999999|2.50999999|2.29999999
253|62|1|21|19.00000000|11.00000000|130.90000000|75.79999999|1.59000000|1.39999999
301|62|1|83|33.00000000|20.00000000|238.40000000|144.50000000|1.35000000|1.20000000
309|62|1|9|37.00000000|39.00000000|215.19999999|226.80000000|1.01000000|1.60000000
329|62|1|49|56.00000000|62.00000000|199.80000000|221.19999999|1.30000000|0.80000000
3|74|1|47|60.00000000||22.10000000||-1.14999999|
7|74|1|61|5.00000000||6.50000000||-1.32000000|
15|74|1|17|63.00000000||153.69999999||0.81000000|
27|74|1|39|62.00000000||270.10000000||0.67000000|
31|74|1|5|38.00000000||164.09999999||0.00000000|
43|74|1|87|7.00000000||10.00000000||0.77000000|
47|74|1|43|43.00000000||108.09999999||0.00000000|
55|74|1|13|49.00000000||45.10000000||-0.13000000|
63|74|1|75|24.00000000||6.00000000||0.01000000|
79|74|1|57|46.00000000||148.19999999||1.10000000|
83|74|1|29|23.00000000||205.69999999||2.46000000|
99|74|1|95|56.00000000||66.20000000||0.19000000|
111|74|1|69|7.00000000||29.89999999||2.43999999|
143|74|1|91|1.00000000||0.20000000||0.14999999|
151|74|1|71|33.00000000||77.40000000||1.71000000|
171|74|1|25|26.00000000||252.90000000||0.32000000|
243|74|1|11|71.00000000||433.80000000||-0.68999999|
295|74|1|93|47.00000000||264.89999999||0.00000000|
307|74|1|7|34.00000000||175.09999999||0.00000000|
479|74|1|63|60.00000000||49.00000000||0.00000000|
515|74|1|1|23.00000000||191.59999999||1.18999999|
9|63|1|59|30.00000000|23.00000000|214.80000000|164.69999999|0.76000000|1.10000000
13|63|1|81|44.00000000|46.00000000|188.19999999|196.80000000|0.67000000|1.30000000
17|63|1|41|18.00000000|13.00000000|75.40000000|54.39999999|1.20000000|1.39999999
21|63|1|85|6.00000000|6.00000000|37.20000000|37.20000000|2.72000000|2.60000000
29|63|1|33|12.00000000|6.00000000|64.79999999|32.39999999|0.94999999|1.00000000
33|63|1|53|16.00000000|12.00000000|72.79999999|54.60000000|1.45000000|1.30000000
45|63|1|3|38.00000000|45.00000000|150.00000000|177.69999999|2.06000000|1.89999999
57|63|1|51|25.00000000|14.00000000|166.09999999|93.00000000|1.06000000|1.10000000
73|63|1|55|0.00000000|0.00000000|0.00000000|0.00000000|2.54000000|2.79999999
145|63|1|19|13.00000000|8.00000000|71.90000000|44.20000000|0.76000000|0.90000000
161|63|1|89|13.00000000|8.00000000|86.59999999|53.29999999|2.18000000|2.29999999
197|63|1|15|18.00000000|13.00000000|95.79999999|69.20000000|2.83999999|2.79999999
253|63|1|21|10.00000000|9.00000000|68.90000000|62.00000000|1.29000000|1.30000000
301|63|1|83|16.00000000|11.00000000|115.59999999|79.50000000|1.18999999|1.30000000
309|63|1|9|24.00000000|21.00000000|139.59999999|122.09999999|1.24000000|1.80000000
329|63|1|49|40.00000000|45.00000000|142.69999999|160.59999999|1.73000000|2.50000000
3|75|1|47|38.00000000||357.30000000||2.97000000|
7|75|1|61|58.00000000||545.60000000||0.00000000|
15|75|1|17|5.00000000||45.20000000||0.00000000|
27|75|1|39|65.00000000||402.19999999||1.77000000|
31|75|1|5|71.00000000||229.50000000||-0.60999999|
43|75|1|87|55.00000000||328.00000000||1.14999999|
47|75|1|43|20.00000000||77.29999999||0.81000000|
55|75|1|13|25.00000000||248.50000000||0.00000000|
63|75|1|75|46.00000000||366.69999999||-0.70999999|
79|75|1|57|2.00000000||4.20000000||0.42999999|
83|75|1|29|68.00000000||601.50000000||2.58999999|
99|75|1|95|13.00000000||14.40000000||2.87000000|
111|75|1|69|6.00000000||33.89999999||1.81000000|
143|75|1|91|57.00000000||80.40000000||2.16999999|
151|75|1|71|61.00000000||540.00000000||0.29999999|
171|75|1|25|5.00000000||7.50000000||-0.54000000|
243|75|1|11|79.00000000||441.30000000||-1.87000000|
295|75|1|93|9.00000000||26.60000000||0.50000000|
307|75|1|7|31.00000000||45.89999999||-0.17000000|
479|75|1|63|78.00000000||168.69999999||0.00000000|
515|75|1|1|34.00000000||93.09999999||0.45000000|
9|64|1|59|48.00000000|84.00000000|343.69999999|601.50000000|2.08000000|1.89999999
13|64|1|81|50.00000000|35.00000000|213.90000000|149.69999999|0.94999999|1.10000000
17|64|1|41|57.00000000|73.00000000|238.69999999|305.69999999|2.77000000|2.39999999
21|64|1|85|11.00000000|8.00000000|68.20000000|49.60000000|0.65000000|1.00000000
29|64|1|33|37.00000000|35.00000000|199.69999999|188.90000000|1.20000000|1.00000000
33|64|1|53|27.00000000|27.00000000|122.90000000|122.90000000|1.28000000|1.80000000
45|64|1|3|41.00000000|59.00000000|161.90000000|232.90000000|1.32000000|2.29999999
57|64|1|51|31.00000000|24.00000000|206.00000000|159.50000000|1.42999999|1.39999999
73|64|1|55|0.00000000|0.00000000|0.00000000|0.00000000|1.18999999|1.70000000
145|64|1|19|54.00000000|46.00000000|298.50000000|254.30000000|0.67000000|0.80000000
161|64|1|89|32.00000000|34.00000000|213.09999999|226.40000000|3.08000000|2.10000000
197|64|1|15|22.00000000|19.00000000|117.09999999|101.20000000|2.98000000|2.39999999
253|64|1|21|29.00000000|24.00000000|199.80000000|165.30000000|1.76000000|1.60000000
301|64|1|83|28.00000000|32.00000000|202.30000000|231.19999999|2.04000000|2.29999999
309|64|1|9|33.00000000|27.00000000|191.90000000|157.00000000|0.81999999|1.00000000
329|64|1|49|45.00000000|55.00000000|160.59999999|196.19999999|1.67999999|2.29999999
3|76|1|47|6.00000000||29.80000000||1.81000000|
7|76|1|61|52.00000000||285.89999999||0.91000000|
15|76|1|17|17.00000000||22.39999999||4.74000000|
27|76|1|39|10.00000000||24.00000000||0.93999999|
31|76|1|5|67.00000000||575.29999999||0.60999999|
43|76|1|87|51.00000000||17.50000000||0.70999999|
47|76|1|43|9.00000000||46.29999999||0.98999999|
55|76|1|13|66.00000000||578.60000000||0.00000000|
63|76|1|75|0.00000000||0.00000000||0.14999999|
79|76|1|57|51.00000000||114.30000000||1.86000000|
83|76|1|29|54.00000000||4.50000000||-1.42999999|
99|76|1|95|23.00000000||218.69999999||-0.20000000|
111|76|1|69|41.00000000||92.70000000||4.41999999|
143|76|1|91|72.00000000||308.30000000||0.92000000|
151|76|1|71|80.00000000||530.70000000||0.00000000|
171|76|1|25|1.00000000||2.10000000||0.81999999|
243|76|1|11|46.00000000||268.80000000||-0.29999999|
295|76|1|93|8.00000000||16.60000000||2.31000000|
307|76|1|7|70.00000000||658.10000000||-0.94999999|
479|76|1|63|14.00000000||60.70000000||2.75000000|
515|76|1|1|13.00000000||62.89999999||1.21000000|
9|65|1|59|40.00000000|48.00000000|286.39999999|343.69999999|1.33000000|1.39999999
13|65|1|81|56.00000000|68.00000000|239.59999999|290.89999999|1.49000000|1.60000000
17|65|1|41|39.00000000|31.00000000|163.30000000|129.80000000|1.62999999|1.60000000
21|65|1|85|3.00000000|2.00000000|18.60000000|12.40000000|0.94999999|0.80000000
29|65|1|33|25.00000000|22.00000000|134.90000000|118.70000000|0.87000000|0.90000000
33|65|1|53|12.00000000|10.00000000|54.60000000|45.50000000|2.22000000|1.39999999
45|65|1|3|20.00000000|20.00000000|79.00000000|79.00000000|2.48000000|2.00000000
57|65|1|51|19.00000000|9.00000000|126.30000000|59.79999999|1.09000000|1.10000000
73|65|1|55|2.00000000|3.00000000|26.19999999|39.39999999|3.27000000|2.00000000
145|65|1|19|27.00000000|20.00000000|149.19999999|110.59999999|0.96999999|1.20000000
161|65|1|89|12.00000000|8.00000000|79.90000000|53.29999999|1.79000000|1.80000000
197|65|1|15|14.00000000|17.00000000|74.50000000|90.50000000|3.29999999|1.89999999
253|65|1|21|27.00000000|31.00000000|186.00000000|213.50000000|0.63000000|0.59999999
301|65|1|83|39.00000000|40.00000000|281.80000000|289.00000000|0.69999999|0.59999999
309|65|1|9|24.00000000|18.00000000|139.59999999|104.70000000|1.41999999|1.39999999
329|65|1|49|33.00000000|32.00000000|117.70000000|114.20000000|2.49000000|1.60000000
3|77|1|47|57.00000000||64.50000000||-0.80000000|
7|77|1|61|45.00000000||292.19999999||0.60999999|
15|77|1|17|28.00000000||221.80000000||1.92999999|
27|77|1|39|36.00000000||14.80000000||-1.84000000|
31|77|1|5|72.00000000||210.00000000||3.83000000|
43|77|1|87|32.00000000||139.30000000||4.04000000|
47|77|1|43|29.00000000||65.20000000||-0.93000000|
55|77|1|13|6.00000000||46.79999999||0.12000000|
63|77|1|75|22.00000000||80.40000000||-0.53000000|
79|77|1|57|21.00000000||112.09999999||1.48000000|
83|77|1|29|56.00000000||171.30000000||0.00000000|
99|77|1|95|5.00000000||7.70000000||2.97000000|
111|77|1|69|21.00000000||113.70000000||0.00000000|
143|77|1|91|48.00000000||312.89999999||2.14999999|
151|77|1|71|28.00000000||227.59999999||-1.65999999|
171|77|1|25|10.00000000||90.40000000||-0.37000000|
243|77|1|11|71.00000000||190.69999999||-0.05999999|
295|77|1|93|16.00000000||75.79999999||1.37000000|
307|77|1|7|16.00000000||110.80000000||0.00000000|
479|77|1|63|57.00000000||461.00000000||4.83999999|
515|77|1|1|26.00000000||13.60000000||2.99000000|
9|66|1|59|20.00000000|25.00000000|143.19999999|179.00000000|0.91000000|1.20000000
13|66|1|81|48.00000000|98.00000000|205.30000000|419.19999999|0.87000000|1.60000000
17|66|1|41|27.00000000|34.00000000|113.09999999|142.40000000|1.17999999|2.10000000
21|66|1|85|7.00000000|4.00000000|43.39999999|24.80000000|3.12000000|1.60000000
29|66|1|33|42.00000000|40.00000000|226.69999999|215.90000000|0.85999999|0.69999999
33|66|1|53|24.00000000|27.00000000|109.20000000|122.90000000|1.06000000|1.39999999
45|66|1|3|30.00000000|43.00000000|118.40000000|169.80000000|1.77000000|1.20000000
57|66|1|51|35.00000000|26.00000000|232.59999999|172.80000000|0.83999999|1.10000000
73|66|1|55|6.00000000|7.00000000|78.70000000|91.90000000|0.93000000|1.50000000
145|66|1|19|47.00000000|44.00000000|259.80000000|243.19999999|0.65000000|0.80000000
161|66|1|89|18.00000000|21.00000000|119.90000000|139.90000000|3.52000000|1.89999999
197|66|1|15|17.00000000|17.00000000|90.50000000|90.50000000|3.02000000|2.50000000
253|66|1|21|19.00000000|23.00000000|130.90000000|158.40000000|0.66000000|1.10000000
301|66|1|83|30.00000000|19.00000000|216.69999999|137.30000000|0.48999999|0.59999999
309|66|1|9|35.00000000|51.00000000|203.59999999|296.60000000|1.80000000|1.50000000
329|66|1|49|60.00000000|63.00000000|214.09999999|224.80000000|0.58999999|1.00000000
3|78|1|47|19.00000000||11.60000000||-1.12000000|
7|78|1|61|32.00000000||313.69999999||0.04000000|
15|78|1|17|39.00000000||341.69999999||-0.62000000|
27|78|1|39|68.00000000||421.80000000||1.71000000|
31|78|1|5|68.00000000||25.30000000||-0.64000000|
43|78|1|87|7.00000000||46.89999999||0.72999999|
47|78|1|43|61.00000000||143.50000000||2.45000000|
55|78|1|13|57.00000000||80.09999999||0.71999999|
63|78|1|75|23.00000000||90.09999999||0.28000000|
79|78|1|57|55.00000000||193.19999999||3.66999999|
83|78|1|29|58.00000000||9.30000000||1.64999999|
99|78|1|95|75.00000000||51.60000000||1.47000000|
111|78|1|69|35.00000000||67.79999999||1.17999999|
143|78|1|91|11.00000000||10.40000000||0.63000000|
151|78|1|71|60.00000000||394.80000000||0.81000000|
171|78|1|25|52.00000000||112.09999999||1.59000000|
243|78|1|11|79.00000000||106.00000000||0.25000000|
295|78|1|93|5.00000000||40.50000000||0.00000000|
307|78|1|7|71.00000000||593.60000000||0.73999999|
479|78|1|63|77.00000000||513.70000000||2.43999999|
515|78|1|1|7.00000000||51.89999999||-0.66000000|
9|67|1|59|41.00000000|29.00000000|293.60000000|207.59999999|1.15999999|1.10000000
13|67|1|81|32.00000000|32.00000000|136.90000000|136.90000000|1.47000000|1.50000000
17|67|1|41|15.00000000|9.00000000|62.79999999|37.70000000|3.52000000|2.79999999
21|67|1|85|5.00000000|5.00000000|31.00000000|31.00000000|1.49000000|1.60000000
29|67|1|33|20.00000000|27.00000000|107.90000000|145.69999999|0.66000000|0.80000000
33|67|1|53|8.00000000|4.00000000|36.39999999|18.19999999|2.29999999|2.00000000
45|67|1|3|21.00000000|19.00000000|82.90000000|75.00000000|2.00999999|2.39999999
57|67|1|51|15.00000000|27.00000000|99.70000000|179.40000000|0.81999999|1.00000000
73|67|1|55|7.00000000|4.00000000|91.90000000|52.50000000|2.77000000|2.39999999
145|67|1|19|21.00000000|20.00000000|116.09999999|110.59999999|0.68999999|1.10000000
161|67|1|89|18.00000000|17.00000000|119.90000000|113.20000000|1.74000000|1.60000000
197|67|1|15|12.00000000|8.00000000|63.89999999|42.60000000|1.21000000|1.70000000
253|67|1|21|24.00000000|27.00000000|165.30000000|186.00000000|1.59000000|1.80000000
301|67|1|83|14.00000000|8.00000000|101.09999999|57.79999999|0.59999999|0.69999999
309|67|1|9|31.00000000|46.00000000|180.30000000|267.50000000|2.12999999|1.80000000
329|67|1|49|23.00000000|21.00000000|82.09999999|74.90000000|1.35000000|1.20000000
3|79|1|47|56.00000000||164.30000000||-0.23999999|
7|79|1|61|7.00000000||13.50000000||2.23000000|
15|79|1|17|79.00000000||413.69999999||0.00000000|
27|79|1|39|21.00000000||157.50000000||2.33999999|
31|79|1|5|51.00000000||224.80000000||0.00000000|
43|79|1|87|15.00000000||72.40000000||-0.56999999|
47|79|1|43|79.00000000||579.70000000||2.52000000|
55|79|1|13|11.00000000||41.10000000||1.55000000|
63|79|1|75|24.00000000||205.59999999||0.00000000|
79|79|1|57|53.00000000||260.60000000||0.13000000|
83|79|1|29|8.00000000||75.09999999||-1.07000000|
99|79|1|95|59.00000000||276.39999999||0.00000000|
111|79|1|69|74.00000000||680.29999999||-0.95999999|
143|79|1|91|8.00000000||62.79999999||3.37999999|
151|79|1|71|21.00000000||19.80000000||0.00000000|
171|79|1|25|74.00000000||425.80000000||0.28999999|
243|79|1|11|27.00000000||137.69999999||0.28000000|
295|79|1|93|53.00000000||275.50000000||0.02000000|
307|79|1|7|33.00000000||249.80000000||2.66999999|
479|79|1|63|19.00000000||38.89999999||0.31000000|
515|79|1|1|36.00000000||149.30000000||3.37000000|
9|68|1|59|58.00000000|38.00000000|415.30000000|272.10000000|1.90999999|2.60000000
13|68|1|81|64.00000000|62.00000000|273.80000000|265.19999999|0.67000000|1.00000000
17|68|1|41|45.00000000|36.00000000|188.50000000|150.80000000|4.25999999|2.29999999
21|68|1|85|9.00000000|4.00000000|55.79999999|24.80000000|2.37999999|2.00000000
29|68|1|33|35.00000000|54.00000000|188.90000000|291.39999999|0.95999999|1.00000000
33|68|1|53|23.00000000|14.00000000|104.70000000|63.70000000|3.99000000|2.20000000
45|68|1|3|48.00000000|38.00000000|189.50000000|150.00000000|1.93999999|3.60000000
57|68|1|51|26.00000000|30.00000000|172.80000000|199.40000000|0.51000000|0.69999999
73|68|1|55|8.00000000|10.00000000|105.00000000|131.19999999|1.52000000|1.50000000
145|68|1|19|29.00000000|33.00000000|160.30000000|182.40000000|0.81999999|0.59999999
161|68|1|89|24.00000000|32.00000000|159.80000000|213.09999999|2.41000000|2.00000000
197|68|1|15|27.00000000|17.00000000|143.80000000|90.50000000|1.66999999|1.50000000
253|68|1|21|25.00000000|32.00000000|172.19999999|220.40000000|3.25999999|2.60000000
301|68|1|83|26.00000000|25.00000000|187.80000000|180.59999999|1.32000000|1.00000000
309|68|1|9|46.00000000|38.00000000|267.50000000|221.00000000|1.02000000|1.10000000
329|68|1|49|54.00000000|67.00000000|192.69999999|239.09999999|0.64000000|0.90000000
3|80|1|47|70.00000000||324.89999999||-0.53000000|
7|80|1|61|61.00000000||47.89999999||0.00000000|
15|80|1|17|65.00000000||357.80000000||0.44000000|
27|80|1|39|62.00000000||15.80000000||2.99000000|
31|80|1|5|45.00000000||81.90000000||-0.42999999|
43|80|1|87|38.00000000||303.69999999||-0.68999999|
47|80|1|43|35.00000000||334.80000000||0.07000000|
55|80|1|13|0.00000000||0.00000000||0.00000000|
63|80|1|75|57.00000000||219.69999999||0.46999999|
79|80|1|57|61.00000000||251.90000000||1.43999999|
83|80|1|29|71.00000000||336.00000000||0.93999999|
99|80|1|95|46.00000000||281.30000000||-0.31000000|
111|80|1|69|7.00000000||27.50000000||0.01000000|
143|80|1|91|73.00000000||591.29999999||0.00000000|
151|80|1|71|8.00000000||9.50000000||0.95999999|
171|80|1|25|56.00000000||377.10000000||0.00000000|
243|80|1|11|41.00000000||404.00000000||1.93999999|
295|80|1|93|75.00000000||738.29999999||0.25000000|
307|80|1|7|13.00000000||34.50000000||4.88999999|
3|73|3|47|44.00000000||366.39999999||0.00000000|
7|73|3|61|28.00000000||183.50000000||-0.51000000|
15|73|3|17|13.00000000||66.59999999||0.00000000|
27|73|3|39|7.00000000||35.79999999||3.83000000|
31|73|3|5|29.00000000||228.50000000||0.00000000|
43|61|3|87|1.00000000|0.00000000|43.29999999|0.00000000|0.64000000|0.90000000
47|73|3|43|46.00000000||314.60000000||0.00000000|
55|73|3|13|10.00000000||41.70000000||3.68999999|
63|73|3|75|41.00000000||383.30000000||1.72000000|
79|73|3|57|38.00000000||34.89999999||1.75000000|
83|73|3|29|12.00000000||39.10000000||-1.98000000|
99|61|3|95|7.00000000|4.00000000|86.50000000|49.39999999|0.84999999|1.39999999
111|73|3|69|46.00000000||166.59999999||4.24000000|
143|61|3|91|30.00000000|40.00000000|171.69999999|229.00000000|0.35999999|0.40000000
151|73|3|71|31.00000000||197.19999999||0.79000000|
171|73|3|25|8.00000000||20.80000000||0.00000000|
243|73|3|11|36.00000000||126.00000000||-0.28999999|
295|61|3|93|0.00000000|1.00000000|0.00000000|118.80000000|1.08000000|1.50000000
307|73|3|7|34.00000000||144.69999999||0.93000000|
479|73|3|63|31.00000000||122.70000000||2.27999999|
515|73|3|1|43.00000000||94.59999999||3.39999999|
9|61|3|59|1.00000000|0.00000000|9.40000000|0.00000000|1.02000000|0.90000000
13|73|3|81|3.00000000||0.90000000||0.05000000|
17|61|3|41|1.00000000|2.00000000|7.90000000|15.80000000|2.43999999|2.20000000
21|73|3|85|46.00000000||54.60000000||1.00000000|
29|61|3|33|9.00000000|18.00000000|187.50000000|375.00000000|1.58000000|2.20000000
33|61|3|53|10.00000000|8.00000000|206.59999999|165.30000000|1.68999999|0.80000000
45|61|3|3|2.00000000|1.00000000|20.89999999|10.50000000|1.95000000|1.50000000
57|61|3|51|14.00000000|27.00000000|130.30000000|251.40000000|0.14999999|0.20000000
73|61|3|55|0.00000000|0.00000000|0.00000000|0.00000000|1.83000000|1.50000000
145|61|3|19|1.00000000|0.00000000|44.29999999|0.00000000|0.44000000|0.50000000
161|73|3|89|20.00000000||127.70000000||2.50999999|
197|61|3|15|1.00000000|1.00000000|37.10000000|37.10000000|1.12999999|1.60000000
253|61|3|21|5.00000000|10.00000000|66.59999999|133.19999999|1.43999999|1.10000000
301|73|3|83|50.00000000||382.00000000||0.00000000|
309|61|3|9|20.00000000|13.00000000|436.69999999|283.89999999|0.50000000|0.40000000
329|61|3|49|6.00000000|6.00000000|173.50000000|173.50000000|0.20000000|0.20000000
3|74|3|47|5.00000000||28.80000000||0.00000000|
